flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,passenger_count,flight_status,distance_traveled_km,meal_service,in-flight_entertainment,wifi_available,airport_name,airport_city,airport_region,airport_country,arrival_time,airline_code,departure_date,arrival_date
SK3607,SAS Scandinavian,Copenhagen Airport,Cileles,Indonesia,2:43 PM,Leonardo da Vinci International,Maikun,China,1,306,on-time,1505,regular,true,false,Vopnafjörður Airport,Vopnafjörður,IS-7,IS,4:26 PM,SK,12/26/2026,12/26/2026
CX5062,Cathay Pacific,Hong Kong International,Atamyrat,Turkmenistan,8:08 AM,Changi,Vista Hermosa,Mexico,9,153,cancelled,9277,vegan,false,false,Cresswell Downs Airport,Cresswell Downs,AU-NT,AU,5:46 PM,CX,3/21/2026,3/21/2026
LA2996,LATAM Airlines,São Paulo/Guarulhos International,Khamyāb,Afghanistan,1:52 AM,Ministro Pistarini International,Luleå,Sweden,3,93,on-time,7053,gluten-free,true,false,Al Minhad Air Base,Dubai,AE-DU,AE,4:00 AM,LA,1/26/2026,1/26/2026
CX6670,Cathay Pacific,Hong Kong International,Reforma,Mexico,3:24 AM,Chhatrapati Shivaji International,Gempol,Indonesia,7,29,delayed,459,regular,false,true,Nejran Airport,,SA-10,SA,9:56 PM,CX,12/5/2026,12/5/2026
WN4957,Southwest Airlines,Los Angeles International,Nyanga,Zimbabwe,12:33 PM,San Francisco International,Xiaozhang,China,10,347,delayed,5210,vegetarian,false,false,Jabalpur Airport,,IN-MP,IN,4:53 PM,WN,10/27/2026,10/27/2026
DL2142,Delta Air Lines,John F. Kennedy International,Apóstoles,Argentina,1:32 PM,Hartsfield-Jackson Atlanta,Pacanga,Peru,6,438,on-time,3725,vegetarian,true,false,Mui River Airport,Omo National Park,ET-SN,ET,12:44 PM,DL,6/27/2026,6/27/2026
TG4099,Thai Airways,Suvarnabhumi,Pyrgetós,Greece,11:28 AM,Brisbane Airport,Mabalacat,Philippines,6,307,on-time,5970,vegan,false,false,Sydney Bankstown Airport,Sydney,AU-NSW,AU,3:39 AM,TG,12/15/2026,12/15/2026
LA7890,LATAM Airlines,São Paulo/Guarulhos International,Choisy-le-Roi,France,4:34 AM,Ministro Pistarini International,Padangsidempuan,Indonesia,2,497,cancelled,5542,vegetarian,true,false,South Arkansas Regional At Goodwin Field,El Dorado,US-AR,US,3:21 PM,LA,9/23/2026,9/23/2026
AA6725,American Airlines,John F. Kennedy International,Changqiao,China,5:25 AM,Hartsfield-Jackson Atlanta,Ageoshimo,Japan,11,320,delayed,4642,vegan,true,false,Kastamonu Airport,Kastamonu,TR-37,TR,11:04 AM,AA,5/17/2026,5/17/2026
LH8277,Lufthansa,Frankfurt Airport,Lipci,Montenegro,5:17 AM,San Francisco International,Sobreira,Portugal,10,371,cancelled,7760,regular,false,true,Delta County Airport,Escanaba,US-MI,US,1:32 AM,LH,3/25/2026,3/25/2026
SK9545,SAS Scandinavian,Copenhagen Airport,Trzciana,Poland,12:09 PM,Charles de Gaulle,Macas,Ecuador,3,349,delayed,8601,vegan,true,true,H H Coffield Regional Airport,Rockdale,US-TX,US,4:33 PM,SK,12/7/2026,12/7/2026
KE2074,Korean Air,Incheon International,Kon Dơng,Vietnam,7:15 AM,Brisbane Airport,Enjiang,China,9,131,on-time,3638,regular,true,true,Lawrence County Airpark,Chesapeake/Huntington Wva,US-OH,US,12:42 AM,KE,1/12/2027,1/12/2027
SK1914,SAS Scandinavian,Copenhagen Airport,Lào Cai,Vietnam,1:28 AM,Charles de Gaulle,Keboncau,Indonesia,7,90,delayed,456,gluten-free,true,false,Kenieba Airport,Kenieba,ML-1,ML,8:02 PM,SK,10/29/2026,10/29/2026
CX9392,Cathay Pacific,Hong Kong International,Wuyang,China,9:37 AM,Changi,Siderejo,Indonesia,5,316,cancelled,6858,vegetarian,false,false,Sipitang Airport,Sipitang,MY-12,MY,1:57 PM,CX,4/6/2026,4/6/2026
IB5771,Iberia,Adolfo Suárez Madrid–Barajas,Puning,China,9:00 AM,Charles de Gaulle,Sieniawa Żarska,Poland,6,176,delayed,4816,gluten-free,false,false,Senanga Airport,Senanga,ZM-01,ZM,12:59 PM,IB,5/1/2026,5/1/2026
IB8449,Iberia,Adolfo Suárez Madrid–Barajas,West Hartford,United States,10:25 PM,Hartsfield-Jackson Atlanta,Zongga,China,3,119,delayed,1471,gluten-free,false,true,Ngurah Rai (Bali) International Airport,Denpasar-Bali Island,ID-BA,ID,4:55 PM,IB,6/20/2026,6/20/2026
TG5210,Thai Airways,Suvarnabhumi,Paya Dapur,Indonesia,5:16 PM,Beijing Capital International,Dongjiahe,China,1,82,delayed,9898,vegetarian,true,true,Bagram Air Base,Bagram,AF-PAR,AF,11:37 AM,TG,11/6/2026,11/6/2026
IB1294,Iberia,Adolfo Suárez Madrid–Barajas,Shatou,China,11:36 AM,Charles de Gaulle,Aucayacu,Peru,9,2,cancelled,6152,regular,true,false,Mid Delta Regional Airport,Greenville,US-MS,US,1:06 AM,IB,11/18/2026,11/18/2026
LH6965,Lufthansa,Frankfurt Airport,Shiziling,China,12:50 AM,Charles de Gaulle,Meijiang,China,3,210,on-time,9338,regular,false,true,Tabibuga Airport,Tabibuga,PG-JI,PG,1:00 AM,LH,5/10/2026,5/10/2026
DL3421,Delta Air Lines,John F. Kennedy International,Daojiang,China,9:59 AM,Hartsfield-Jackson Atlanta,Hlybokaye,Belarus,4,92,delayed,5083,vegetarian,false,false,Paso Caballos Airport,Paso Caballos,GT-PE,GT,9:57 PM,DL,7/30/2026,7/30/2026
NH9438,All Nippon Airways,Haneda,Balengbeng,Indonesia,2:46 AM,Hong Kong International,Domsjö,Sweden,11,420,cancelled,287,vegan,true,false,Ely Airport Yelland Field,Ely,US-NV,US,4:10 PM,NH,4/17/2026,4/17/2026
NZ2706,Air New Zealand,Auckland Airport,Mamonovo,Russia,6:10 AM,Sydney Airport,Michałów-Reginów,Poland,2,48,cancelled,6118,vegan,false,false,Chipata Airport,Chipata,ZM-03,ZM,2:52 PM,NZ,6/15/2026,6/15/2026
WN7180,Southwest Airlines,Los Angeles International,Carhué,Argentina,1:48 PM,San Francisco International,Papelón,Venezuela,1,59,delayed,6038,vegan,false,false,Oakland County International Airport,Pontiac,US-MI,US,4:05 AM,WN,7/8/2026,7/8/2026
KE3468,Korean Air,Incheon International,Mikhaylovsk,Russia,3:15 AM,Haneda,Radzanów,Poland,10,13,delayed,6251,vegetarian,true,true,Lamerd Airport,Lamerd,IR-14,IR,1:16 AM,KE,4/27/2026,4/27/2026
AI5439,Air India,Indira Gandhi International,Bulongji,China,7:29 PM,Chhatrapati Shivaji International,Cerro Punta,Panama,3,17,delayed,2453,vegetarian,true,true,Kirensk Airport,Kirensk,RU-IRK,RU,10:44 AM,AI,1/28/2026,1/28/2026
AC3304,Air Canada,Toronto Pearson,Matlang,Philippines,10:11 PM,Cairo International,Goraj,Poland,7,386,cancelled,5607,regular,true,true,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,GA-2,GA,10:10 AM,AC,11/3/2026,11/3/2026
AV2507,Avianca,El Dorado International,Kotabumi,Indonesia,1:34 AM,O'Hare International,Bjelovar,Croatia,4,184,cancelled,9905,regular,false,false,Ely Airport Yelland Field,Ely,US-NV,US,8:30 AM,AV,4/25/2026,4/25/2026
QF9280,Qantas,Sydney Airport,Cabeço de Vide,Portugal,10:20 AM,Melbourne Airport,Kampong Chhnang,Cambodia,4,63,delayed,944,gluten-free,false,false,Salerno Landing Zone Airport,,AF-PIA,AF,9:47 PM,QF,11/24/2026,11/24/2026
AA1583,American Airlines,John F. Kennedy International,Nové Strašecí,Czech Republic,9:57 AM,Hartsfield-Jackson Atlanta,Sumurgayam,Indonesia,8,444,delayed,1442,vegetarian,false,false,Middle Caicos Airport,Middle Caicos,TC-MC,TC,6:41 PM,AA,8/4/2026,8/4/2026
AA1986,American Airlines,John F. Kennedy International,Maayong Tubig,Philippines,2:12 AM,Suvarnabhumi,Cabean,Indonesia,8,36,delayed,7399,vegetarian,false,false,Edmonton International Airport,Edmonton,CA-AB,CA,3:33 PM,AA,9/23/2026,9/23/2026
QR1765,Qatar Airways,Hamad International,Guxian,China,6:08 AM,Adolfo Suárez Madrid–Barajas,Xibin,China,8,225,delayed,1059,vegetarian,true,false,Coconut Island Airport,,AU-QLD,AU,8:04 AM,QR,8/6/2026,8/6/2026
TG8950,Thai Airways,Suvarnabhumi,Xuguang,China,9:26 AM,Changi,Medzhibozh,Ukraine,9,334,cancelled,3232,regular,false,true,Boun Neau Airport,Phongsaly,LA-PH,LA,2:11 AM,TG,9/17/2026,9/17/2026
LA1646,LATAM Airlines,São Paulo/Guarulhos International,Skopin,Russia,1:20 PM,Ministro Pistarini International,Loučovice,Czech Republic,8,316,on-time,3708,vegan,false,true,Coolah Airport,,AU-NSW,AU,6:05 PM,LA,6/19/2026,6/19/2026
IB6405,Iberia,Adolfo Suárez Madrid–Barajas,Nawābganj,Bangladesh,1:04 AM,Charles de Gaulle,Bancak Wetan,Indonesia,5,209,cancelled,3655,vegan,false,false,Clinton Creek Airport,Clinton Creek Mine,CA-YT,CA,11:01 PM,IB,7/4/2026,7/4/2026
LH8791,Lufthansa,Frankfurt Airport,Czarna Białostocka,Poland,10:21 AM,Charles de Gaulle,Gaio,Portugal,3,277,delayed,7403,vegetarian,true,true,Burevestnik Airport,Iturup Island,RU-SAK,RU,5:02 PM,LH,6/4/2026,6/4/2026
KL1170,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Boyeros,Cuba,6:06 AM,Charles de Gaulle,Karpushikha,Russia,7,408,cancelled,529,gluten-free,false,true,Tisdale Airport,Tisdale,CA-SK,CA,7:41 AM,KL,8/7/2026,8/7/2026
CX4972,Cathay Pacific,Hong Kong International,Saint Paul,United States,8:33 AM,Melbourne Airport,Rinbung,China,5,446,delayed,7310,gluten-free,false,true,Nosara Airport,Nicoya,CR-G,CR,3:56 AM,CX,6/5/2026,6/5/2026
LH2534,Lufthansa,Frankfurt Airport,Monte Mor,Brazil,1:12 AM,Charles de Gaulle,Anyu,China,6,244,delayed,1978,vegetarian,true,false,Guriaso (Keraso) Airport,Guriaso,PG-SAN,PG,7:30 PM,LH,4/4/2026,4/4/2026
KL8773,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Dzhebariki-Khaya,Russia,1:56 AM,Charles de Gaulle,Sirnasari,Indonesia,8,211,cancelled,5180,regular,true,false,Biskra Airport,Biskra,DZ-07,DZ,9:05 AM,KL,8/17/2026,8/17/2026
LH3543,Lufthansa,Frankfurt Airport,Huatan,China,9:21 PM,O.R. Tambo International,Jinka,Ethiopia,3,328,on-time,9522,vegetarian,true,true,Suria Airport,Suria,PG-CPM,PG,8:38 AM,LH,6/3/2026,6/3/2026
NZ2559,Air New Zealand,Auckland Airport,Albion,Mauritius,3:27 PM,Heathrow,Covas da Raposa,Portugal,6,70,cancelled,9479,vegan,true,true,Reao Airport,,PF-U-A,PF,9:08 AM,NZ,7/8/2026,7/8/2026
AM3107,Aeroméxico,Benito Juárez International,Xiaojin,China,5:39 PM,O'Hare International,Kiffa,Mauritania,7,400,on-time,2305,vegetarian,true,false,Telfer Airport,,AU-WA,AU,6:09 AM,AM,4/22/2026,4/22/2026
UA4657,United Airlines,Los Angeles International,Aldeia,Portugal,3:20 PM,San Francisco International,Bumpe,Sierra Leone,6,252,cancelled,828,vegetarian,true,true,Mayajigua Airport,Mayajigua,CU-07,CU,4:06 PM,UA,3/4/2026,3/4/2026
NH2713,All Nippon Airways,Haneda,Boka,Serbia,8:04 AM,Incheon International,Saint Aubin,Mauritius,3,447,delayed,6397,regular,false,false,Pontoise - Cormeilles-en-Vexin Airport,Cormeilles-en-Vexin,FR-J,FR,2:50 AM,NH,4/18/2026,4/18/2026
ET2424,Ethiopian Airlines,Bole International,Araripina,Brazil,7:58 AM,Stockholm Arlanda,Mauloo,Indonesia,1,302,cancelled,2446,vegan,false,false,Faisalabad International Airport,Faisalabad,PK-PB,PK,5:43 PM,ET,4/20/2026,4/20/2026
UA9501,United Airlines,Los Angeles International,Wagini,Nigeria,1:40 PM,San Francisco International,Huangqiao,China,6,46,on-time,8405,regular,true,false,La Guaira Airport,La Guaira,VE-X,VE,9:46 AM,UA,2/4/2026,2/4/2026
QR4567,Qatar Airways,Hamad International,Velké Pavlovice,Czech Republic,1:04 AM,Bole International,La Guata,Honduras,4,382,cancelled,1265,regular,false,false,Santander Airport,Santander,ES-S,ES,10:12 AM,QR,8/1/2026,8/1/2026
IB6339,Iberia,Adolfo Suárez Madrid–Barajas,Cocabamba,Peru,1:11 AM,Auckland Airport,Kudara-Somon,Russia,7,331,delayed,6130,vegan,true,false,Mawlamyine Airport,Mawlamyine,MM-15,MM,8:35 PM,IB,12/16/2026,12/16/2026
AZ6073,Alitalia,Leonardo da Vinci International,Pakenjeng,Indonesia,2:25 PM,Heathrow,Jerez,Guatemala,10,409,on-time,2161,gluten-free,false,true,Kumejima Airport,,JP-47,JP,12:29 PM,AZ,11/7/2026,11/7/2026
WN9087,Southwest Airlines,Los Angeles International,Strasbourg,France,12:27 AM,San Francisco International,Huangzhawan,China,6,108,delayed,8934,vegan,false,true,Chongqing Jiangbei International Airport,Chongqing,CN-50,CN,1:10 AM,WN,6/9/2026,6/9/2026
WN9468,Southwest Airlines,Los Angeles International,Eshowe,South Africa,10:35 AM,San Francisco International,Kaliasin,Indonesia,8,149,on-time,1453,gluten-free,false,true,Borrego Valley Airport,Borrego Springs,US-CA,US,9:49 AM,WN,4/20/2026,4/20/2026
AF5963,Air France,Charles de Gaulle,Shengrenjian,China,11:34 AM,Munich Airport,Gardawice,Poland,10,318,on-time,5609,vegetarian,false,true,Skorpion Mine Airport,Rosh Pinah,NA-KA,NA,1:16 AM,AF,12/21/2026,12/21/2026
LH6315,Lufthansa,Frankfurt Airport,Laironja,Indonesia,5:04 PM,O.R. Tambo International,Lerrnanist,Armenia,1,255,on-time,4503,vegetarian,false,true,Alexandria Homestead Airport,,AU-NT,AU,7:13 PM,LH,2/19/2026,2/19/2026
SK1081,SAS Scandinavian,Copenhagen Airport,Belisario Dominguez,Mexico,4:19 PM,Charles de Gaulle,Slavkov u Brna,Czech Republic,5,277,cancelled,4226,vegetarian,true,false,Denis Island Airport,Denis Island,SC-15,SC,2:08 PM,SK,8/3/2026,8/3/2026
SA8880,South African Airways,O.R. Tambo International,Wenfu,China,3:34 AM,Charles de Gaulle,Gangba,China,9,362,on-time,8246,vegetarian,false,false,Southern Seaplane Airport,Belle Chasse,US-LA,US,6:31 AM,SA,6/28/2026,6/28/2026
CX8117,Cathay Pacific,Hong Kong International,Firminy,France,8:20 PM,Ministro Pistarini International,Pangapisan,Philippines,11,12,on-time,4388,vegan,true,false,Heathlands Airport,,AU-QLD,AU,9:01 PM,CX,10/6/2026,10/6/2026
AV9047,Avianca,El Dorado International,Pruszcz,Poland,6:04 AM,São Paulo/Guarulhos International,Wilfrido Loor Moreira,Ecuador,1,28,delayed,898,gluten-free,true,true,Nejran Airport,,SA-10,SA,5:43 PM,AV,6/22/2026,6/22/2026
AC3232,Air Canada,Toronto Pearson,Novo Hamburgo,Brazil,11:20 PM,John F. Kennedy International,Vyritsa,Russia,2,469,cancelled,2457,gluten-free,false,false,Elcho Island Airport,Elcho Island,AU-NT,AU,1:01 AM,AC,7/10/2026,7/10/2026
SK7279,SAS Scandinavian,Copenhagen Airport,Sangali,Philippines,9:03 PM,Zurich Airport,Mbuji-Mayi,Democratic Republic of the Congo,8,369,cancelled,6113,vegan,true,false,Malamala Airport,Malamala,ZA-NP,ZA,9:20 PM,SK,6/5/2026,6/5/2026
KL3479,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Wuguishan,China,5:54 AM,Charles de Gaulle,Majiadu,China,2,427,on-time,2466,gluten-free,true,true,Gamboola Airport,,AU-QLD,AU,7:14 PM,KL,2/14/2026,2/14/2026
NH4392,All Nippon Airways,Haneda,Chōfugaoka,Japan,5:01 AM,Incheon International,Maracaçumé,Brazil,1,471,on-time,6750,gluten-free,false,false,Downtown-Manhattan/Wall St Heliport,New York,US-NY,US,3:45 PM,NH,2/8/2026,2/8/2026
NZ6628,Air New Zealand,Auckland Airport,Lorino,Russia,11:52 PM,Sydney Airport,Lanta Timur,Indonesia,5,169,cancelled,9674,vegetarian,false,false,Peterborough Airport,Peterborough,CA-ON,CA,7:46 AM,NZ,11/16/2026,11/16/2026
TG5091,Thai Airways,Suvarnabhumi,Tochio-honchō,Japan,1:36 AM,Changi,Yangjinzhuang,China,10,19,on-time,8477,regular,false,true,Tungsten (Cantung) Airport,Tungsten,CA-NT,CA,9:22 PM,TG,4/17/2026,4/17/2026
AA1670,American Airlines,John F. Kennedy International,Taldykorgan,Kazakhstan,10:14 PM,Hartsfield-Jackson Atlanta,Ábrego,Colombia,6,491,on-time,7223,vegetarian,false,true,Jolo Airport,,PH-SLU,PH,8:30 AM,AA,4/18/2026,4/18/2026
LA4953,LATAM Airlines,São Paulo/Guarulhos International,San José de Jáchal,Argentina,6:12 PM,Ministro Pistarini International,Mohoro,Comoros,4,67,on-time,9574,vegetarian,false,false,Emo River Airstrip,Emo Mission,PG-NPP,PG,1:29 PM,LA,3/11/2026,3/11/2026
DL1887,Delta Air Lines,John F. Kennedy International,Vargas,Philippines,10:49 AM,Hartsfield-Jackson Atlanta,Aras-asan,Philippines,5,227,on-time,4749,gluten-free,false,true,San Javier Airport,San Javier,BO-S,BO,6:55 AM,DL,6/28/2026,6/28/2026
BA7952,British Airways,Heathrow,Bilozerka,Ukraine,11:30 AM,Charles de Gaulle,Kōnan,Japan,9,65,delayed,4397,vegan,false,true,Luau Airport,Luau,AO-MOX,AO,9:56 PM,BA,1/12/2027,1/12/2027
QF4055,Qantas,Sydney Airport,Benjamin Constant,Brazil,5:53 PM,Haneda,Horokhiv,Ukraine,5,469,cancelled,5025,gluten-free,true,true,Sultan Abdul Aziz Shah International Airport,Subang,MY-10,MY,1:05 PM,QF,6/5/2026,6/5/2026
SA5308,South African Airways,O.R. Tambo International,Haumeni,Indonesia,8:52 PM,Charles de Gaulle,Jiangxi,China,4,191,cancelled,2140,vegan,true,false,Fort Mackay / Firebag,Suncor Energy Site,CA-AB,CA,2:27 PM,SA,9/26/2026,9/26/2026
BA9148,British Airways,Heathrow,København,Denmark,1:33 PM,Denver International,Shamkhor,Azerbaijan,6,167,delayed,6251,vegetarian,false,true,Conceição do Araguaia Airport,Conceição Do Araguaia,BR-PA,BR,10:47 PM,BA,11/28/2026,11/28/2026
TG4753,Thai Airways,Suvarnabhumi,Vide,Portugal,7:43 AM,Vienna International,Zhangbei,China,11,170,cancelled,9450,vegan,true,true,Bassatine Airport,Meknes,MA-MEK,MA,4:22 PM,TG,5/20/2026,5/20/2026
WN4815,Southwest Airlines,Los Angeles International,Wang Muang,Thailand,6:33 AM,San Francisco International,Darmasari,Indonesia,9,86,cancelled,4643,gluten-free,true,false,Zhezkazgan Airport,Zhezkazgan,KZ-KAR,KZ,7:11 AM,WN,12/26/2026,12/26/2026
TG1041,Thai Airways,Suvarnabhumi,كاف الجاع,Syria,2:03 PM,Changi,Huaping,China,11,409,cancelled,8276,regular,true,false,Coveñas Airport,Coveñas,CO-SUC,CO,8:19 AM,TG,4/10/2026,4/10/2026
AM3135,Aeroméxico,Benito Juárez International,Greensboro,United States,3:57 AM,O'Hare International,Bang Kaeo,Thailand,11,254,delayed,8271,regular,false,true,Grissom Air Reserve Base,Peru,US-IN,US,5:36 PM,AM,4/4/2026,4/4/2026
AA8129,American Airlines,John F. Kennedy International,Gandzak,Armenia,7:43 AM,Hartsfield-Jackson Atlanta,Villa Gesell,Argentina,10,325,on-time,9656,regular,false,true,Sanford Seacoast Regional Airport,Sanford,US-ME,US,10:17 AM,AA,8/6/2026,8/6/2026
BA9490,British Airways,Heathrow,Nanlin,China,8:27 PM,Charles de Gaulle,Hartford,United States,8,445,on-time,2100,regular,true,true,Wudinna Airport,,AU-SA,AU,1:11 PM,BA,10/3/2026,10/3/2026
LH1926,Lufthansa,Frankfurt Airport,Yangqiaodian,China,3:50 AM,Charles de Gaulle,Lapa,Brazil,4,27,on-time,690,vegetarian,false,false,Tchongorove Airport,Iguela,GA-8,GA,12:21 PM,LH,4/23/2026,4/23/2026
LA7080,LATAM Airlines,São Paulo/Guarulhos International,Tamra,Israel,2:02 AM,Ministro Pistarini International,Jingtailu,China,4,243,delayed,9947,vegetarian,false,true,Cornélio Procópio Airport,Cornélio Procópio,BR-PR,BR,8:08 PM,LA,2/4/2026,2/4/2026
KL8123,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Yessentuki,Russia,3:20 AM,Heathrow,Kamirenjaku,Japan,3,292,cancelled,4073,vegetarian,false,false,Burgas Airport,Burgas,BG-02,BG,7:34 PM,KL,2/20/2026,2/20/2026
BA2109,British Airways,Heathrow,Kaem,Indonesia,1:17 PM,Dallas/Fort Worth International,Jinxiang,China,5,413,delayed,916,vegetarian,false,true,Austin Robert Mueller Municipal,,US-TX,US,12:45 AM,BA,12/30/2026,12/30/2026
ET6380,Ethiopian Airlines,Bole International,Jandira,Brazil,4:03 AM,Hamad International,Korhogo,Ivory Coast,11,315,delayed,2764,regular,true,true,Ardabil Airport,Ardabil,IR-03,IR,11:26 PM,ET,7/26/2026,7/26/2026
AA7813,American Airlines,John F. Kennedy International,Qianshan,China,5:35 PM,Hartsfield-Jackson Atlanta,Fizuli,Azerbaijan,10,328,cancelled,9602,regular,false,false,Cooch Behar Airport,,IN-WB,IN,6:15 PM,AA,7/20/2026,7/20/2026
AF6385,Air France,Charles de Gaulle,Krasnohrad,Ukraine,9:25 PM,Frankfurt Airport,Vynohradove,Ukraine,4,410,cancelled,9507,vegetarian,false,true,Koyukuk Airport,Koyukuk,US-AK,US,7:39 AM,AF,10/29/2026,10/29/2026
LH7839,Lufthansa,Frankfurt Airport,Gizel’,Russia,12:05 PM,Zurich Airport,Mūdīyah,Yemen,3,251,cancelled,3346,vegetarian,false,true,Gusap Airport,Gusap,PG-GPK,PG,2:47 PM,LH,1/18/2026,1/18/2026
BA1985,British Airways,Heathrow,Yuanqiao,China,1:22 PM,Charles de Gaulle,Takahagi,Japan,4,490,on-time,5297,gluten-free,true,true,Coober Pedy Airport,,AU-SA,AU,11:45 PM,BA,2/14/2026,2/14/2026
SK4873,SAS Scandinavian,Copenhagen Airport,Sali,Croatia,9:41 PM,Charles de Gaulle,Kovářov,Czech Republic,3,382,delayed,8090,regular,true,false,Whitecourt Airport,Whitecourt,CA-AB,CA,3:57 AM,SK,3/11/2026,3/11/2026
KE3916,Korean Air,Incheon International,Chiara,Peru,3:12 AM,Indira Gandhi International,Kribi,Cameroon,11,85,cancelled,5900,gluten-free,true,false,Senggeh Airport,Senggeh,ID-PA,ID,5:43 PM,KE,3/28/2026,3/28/2026
EK7982,Emirates,Dubai International,Sidi Redouane,Morocco,11:22 AM,Hamad International,San Antonio,Colombia,1,154,delayed,1976,vegan,false,false,Bewani Airport,Bewani,PG-SAN,PG,1:12 AM,EK,1/26/2026,1/26/2026
LA4303,LATAM Airlines,São Paulo/Guarulhos International,Wuqishan,China,4:20 AM,Ministro Pistarini International,Lākshām,Bangladesh,7,343,on-time,5533,regular,true,true,Cherrabah Airport,Cherrabah Homestead Resort,AU-QLD,AU,5:26 AM,LA,10/6/2026,10/6/2026
AM1862,Aeroméxico,Benito Juárez International,Slobidka,Ukraine,10:23 PM,Arturo Merino Benítez International,Oliveiras,Portugal,6,277,cancelled,5563,gluten-free,false,true,Wonderboom Airport,Pretoria,ZA-GT,ZA,12:39 AM,AM,10/5/2026,10/5/2026
IB4351,Iberia,Adolfo Suárez Madrid–Barajas,Barubandung,Indonesia,10:31 AM,Cairo International,Moba,China,3,311,cancelled,8692,vegan,false,false,Rodelillo Airport,Viña Del Mar,CL-VS,CL,8:17 PM,IB,4/17/2026,4/17/2026
LA9613,LATAM Airlines,São Paulo/Guarulhos International,Finiq,Albania,2:28 AM,Ministro Pistarini International,Placencia,Belize,1,131,on-time,3332,gluten-free,false,true,Tokua Airport,Tokua,PG-EBR,PG,9:36 AM,LA,8/22/2026,8/22/2026
AV6190,Avianca,El Dorado International,Carhué,Argentina,12:36 AM,Jorge Chávez International,Louis Trichardt,South Africa,7,409,delayed,3975,regular,false,false,Alice International Airport,Alice,US-TX,US,3:22 AM,AV,7/27/2026,7/27/2026
AF2705,Air France,Charles de Gaulle,Avignon,France,3:27 AM,Frankfurt Airport,Anchang,China,9,302,on-time,4293,gluten-free,false,true,Katiola Airport,Katiola,CI-04,CI,7:09 AM,AF,12/20/2026,12/20/2026
AC5659,Air Canada,Toronto Pearson,Strellc i Epërm,Kosovo,1:04 PM,John F. Kennedy International,Kelin,China,6,224,on-time,2920,regular,true,true,Southwest Bay Airport,Malekula Island,VU-MAP,VU,9:37 PM,AC,4/10/2026,4/10/2026
NZ5021,Air New Zealand,Auckland Airport,Fuhai,China,2:46 PM,Sydney Airport,Suicheng,China,8,251,cancelled,4899,vegetarian,false,false,Carriel Sur Airport,Concepcion,CL-BI,CL,7:43 AM,NZ,3/6/2026,3/6/2026
